,player,player_link,number,class,pos,height,weight,hometown,high_school,rsci,summary,season,date_game,school_name,game_location,opp_name,game_type,game_result,gs,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
599,Remy Martin,/cbb/players/remy-martin-2.html,11,SR,G,6-0,175,"Chatsworth, CA",Sierra Canyon School,," 7.3 Pts, 2.6 Reb, 2.5 Ast",2021-22,2022-03-01,Kansas,@,TCU,REG,L,0,12,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,1,0,2
600,Remy Martin,/cbb/players/remy-martin-2.html,11,SR,G,6-0,175,"Chatsworth, CA",Sierra Canyon School,," 7.3 Pts, 2.6 Reb, 2.5 Ast",2021-22,2022-03-03,Kansas,,TCU,REG,W,0,4,0,2,.000,0,1,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,0,0
601,Remy Martin,/cbb/players/remy-martin-2.html,11,SR,G,6-0,175,"Chatsworth, CA",Sierra Canyon School,," 7.3 Pts, 2.6 Reb, 2.5 Ast",2021-22,2022-03-05,Kansas,,Texas,REG,W,1,6,1,3,.333,1,3,.333,0,0,,0,0,,0,0,0,1,0,0,1,0,2
602,Remy Martin,/cbb/players/remy-martin-2.html,11,SR,G,6-0,175,"Chatsworth, CA",Sierra Canyon School,," 7.3 Pts, 2.6 Reb, 2.5 Ast",2021-22,2022-03-10,Kansas,N,West Virginia,CTOURN,W,0,12,2,3,.667,2,3,.667,0,0,,0,0,,0,2,2,2,1,0,3,2,4
603,Remy Martin,/cbb/players/remy-martin-2.html,11,SR,G,6-0,175,"Chatsworth, CA",Sierra Canyon School,," 7.3 Pts, 2.6 Reb, 2.5 Ast",2021-22,2022-03-11,Kansas,N,TCU,CTOURN,W,0,19,4,10,.400,4,7,.571,0,3,.000,2,2,1.000,1,2,3,3,0,0,0,2,10
604,Remy Martin,/cbb/players/remy-martin-2.html,11,SR,G,6-0,175,"Chatsworth, CA",Sierra Canyon School,," 7.3 Pts, 2.6 Reb, 2.5 Ast",2021-22,2022-03-12,Kansas,N,Texas Tech,CTOURN,W,0,26,4,9,.444,2,3,.667,2,6,.333,2,2,1.000,0,4,4,4,3,0,0,3,12
605,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2016-11-11,Kansas,N,Indiana,REG,L,0,2,1,1,1.000,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,1,2
606,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2016-11-15,Kansas,N,Duke,REG,W,0,3,0,2,.000,0,1,.000,0,1,.000,0,2,.000,0,1,1,0,0,1,0,0,0
607,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2016-11-18,Kansas,,Siena,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
608,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2016-11-21,Kansas,N,UAB,REG,W,0,3,0,1,.000,0,1,.000,0,0,,0,2,.000,0,0,0,0,0,0,0,0,0
609,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2016-11-25,Kansas,,UNC Asheville,REG,W,0,2,1,1,1.000,0,0,,1,1,1.000,0,0,,1,3,4,0,0,0,0,1,3
610,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2016-11-29,Kansas,,Long Beach State,REG,W,0,7,1,1,1.000,1,1,1.000,0,0,,0,1,.000,1,2,3,0,1,0,1,4,2
611,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2016-12-03,Kansas,,Stanford,REG,W,0,2,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,1,0,0,0,0
612,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2016-12-06,Kansas,,Kansas City,REG,W,0,14,0,0,,0,0,,0,0,,0,2,.000,0,5,5,0,0,1,0,1,0
613,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2016-12-10,Kansas,,Nebraska,REG,W,0,5,1,1,1.000,1,1,1.000,0,0,,1,1,1.000,0,0,0,0,0,0,1,1,3
614,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2016-12-17,Kansas,N,Davidson,REG,W,0,4,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2
615,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2016-12-22,Kansas,@,UNLV,REG,W,0,6,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,2,2
616,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2017-01-03,Kansas,,Kansas State,REG,W,0,3,0,0,,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,0,1,1
617,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2017-01-10,Kansas,@,Oklahoma,REG,W,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0
618,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2017-01-21,Kansas,,Texas,REG,W,0,4,1,1,1.000,1,1,1.000,0,0,,0,0,,1,1,2,0,0,0,0,0,2
619,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2017-01-24,Kansas,@,West Virginia,REG,L,0,8,0,1,.000,0,1,.000,0,0,,0,2,.000,1,0,1,0,0,1,0,1,0
620,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2017-01-28,Kansas,@,Kentucky,REG,W,0,4,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,1,1,0,0
621,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2017-02-01,Kansas,,Baylor,REG,W,0,5,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,0,2,0,1,2
622,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2017-02-04,Kansas,,Iowa State,REG,L,0,5,0,0,,0,0,,0,0,,0,0,,1,1,2,0,0,0,2,2,0
623,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2017-02-13,Kansas,,West Virginia,REG,W,0,8,0,1,.000,0,1,.000,0,0,,0,0,,1,2,3,0,0,2,0,1,0
624,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2017-02-18,Kansas,@,Baylor,REG,W,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0
625,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2017-02-22,Kansas,,TCU,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
626,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2017-03-09,Kansas,N,TCU,CTOURN,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
627,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2017-03-17,Kansas,N,UC-Davis,NCAA,W,0,6,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,2,0,0,0
628,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2017-03-19,Kansas,N,Michigan State,NCAA,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
629,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2016-17,2017-03-23,Kansas,N,Purdue,NCAA,W,0,2,2,2,1.000,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,5
630,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2017-11-10,Kansas,,Tennessee State,REG,W,0,17,2,4,.500,0,2,.000,2,2,1.000,0,0,,2,3,5,0,1,3,4,4,6
631,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2017-11-14,Kansas,N,Kentucky,REG,W,0,6,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,0,1,0
632,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2017-11-17,Kansas,,South Dakota State,REG,W,0,7,1,1,1.000,1,1,1.000,0,0,,0,0,,0,3,3,0,0,4,2,5,2
633,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2017-11-21,Kansas,,Texas Southern,REG,W,0,23,4,7,.571,3,4,.750,1,3,.333,1,2,.500,2,1,3,0,0,4,1,3,10
634,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2017-11-24,Kansas,,Oakland,REG,W,0,24,3,3,1.000,2,2,1.000,1,1,1.000,4,4,1.000,2,6,8,0,0,2,1,2,11
635,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2017-11-28,Kansas,,Toledo,REG,W,0,21,3,5,.600,3,4,.750,0,1,.000,0,0,,1,3,4,0,0,1,3,2,6
636,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2017-12-02,Kansas,N,Syracuse,REG,W,0,8,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,1,0,4,2
637,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2017-12-06,Kansas,N,Washington,REG,L,0,8,2,3,.667,2,3,.667,0,0,,0,0,,2,4,6,0,0,0,0,3,4
638,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2017-12-10,Kansas,,Arizona State,REG,L,0,18,0,1,.000,0,1,.000,0,0,,1,2,.500,2,3,5,0,0,2,3,0,1
639,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2017-12-16,Kansas,@,Nebraska,REG,W,0,14,1,2,.500,1,2,.500,0,0,,4,4,1.000,2,2,4,1,1,1,1,0,6
640,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2017-12-18,Kansas,,Omaha,REG,W,0,15,2,5,.400,2,5,.400,0,0,,2,2,1.000,1,2,3,1,0,1,1,2,6
641,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2017-12-21,Kansas,@,Stanford,REG,W,0,13,0,1,.000,0,0,,0,1,.000,0,0,,2,0,2,0,1,1,3,4,0
642,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2017-12-29,Kansas,@,Texas,REG,W,0,10,0,0,,0,0,,0,0,,0,0,,0,1,1,0,1,1,0,1,0
643,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-01-02,Kansas,,Texas Tech,REG,L,0,8,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,1,0,1,0
644,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-01-06,Kansas,@,TCU,REG,W,0,26,3,5,.600,2,3,.667,1,2,.500,2,3,.667,6,1,7,1,0,6,0,2,9
645,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-01-09,Kansas,,Iowa State,REG,W,0,11,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,1,0,1,0
646,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-01-13,Kansas,,Kansas State,REG,W,0,4,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,0,0,1,0,2,2
647,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-01-15,Kansas,@,West Virginia,REG,W,0,11,3,7,.429,3,7,.429,0,0,,0,0,,3,2,5,0,1,0,0,1,6
648,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-01-20,Kansas,,Baylor,REG,W,0,6,0,2,.000,0,2,.000,0,0,,0,0,,1,0,1,0,0,1,0,2,0
649,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-01-23,Kansas,@,Oklahoma,REG,L,0,17,4,6,.667,4,5,.800,0,1,.000,0,0,,1,4,5,1,0,2,0,2,8
650,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-01-27,Kansas,,Texas A&M,REG,W,0,16,2,2,1.000,1,1,1.000,1,1,1.000,0,0,,1,1,2,0,0,0,0,2,5
651,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-01-29,Kansas,@,Kansas State,REG,W,0,20,0,0,,0,0,,0,0,,0,0,,3,2,5,0,0,3,1,2,0
652,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-02-03,Kansas,,Oklahoma State,REG,L,0,18,1,1,1.000,1,1,1.000,0,0,,0,0,,1,0,1,1,0,1,0,2,2
653,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-02-06,Kansas,,TCU,REG,W,1,22,3,5,.600,3,4,.750,0,1,.000,0,0,,2,2,4,0,1,2,2,1,6
654,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-02-10,Kansas,@,Baylor,REG,L,1,22,1,6,.167,1,5,.200,0,1,.000,0,0,,3,0,3,2,0,2,0,5,2
655,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-02-13,Kansas,@,Iowa State,REG,W,0,15,1,1,1.000,1,1,1.000,0,0,,0,0,,1,1,2,0,2,1,0,3,2
656,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-02-17,Kansas,,West Virginia,REG,W,0,9,0,2,.000,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0
657,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-02-19,Kansas,,Oklahoma,REG,W,0,7,2,2,1.000,2,2,1.000,0,0,,0,0,,0,0,0,0,0,3,2,3,4
658,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-02-24,Kansas,@,Texas Tech,REG,W,0,10,2,3,.667,2,3,.667,0,0,,0,0,,1,2,3,1,0,1,0,1,4
659,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-02-26,Kansas,,Texas,REG,W,0,15,3,4,.750,3,4,.750,0,0,,0,0,,0,4,4,0,0,1,1,2,6
660,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-03-03,Kansas,@,Oklahoma State,REG,L,0,7,2,4,.500,2,3,.667,0,1,.000,1,2,.500,2,1,3,0,0,0,0,1,5
661,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-03-08,Kansas,N,Oklahoma State,CTOURN,W,1,23,4,6,.667,4,6,.667,0,0,,0,1,.000,2,4,6,0,0,0,3,5,8
662,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-03-09,Kansas,N,Kansas State,CTOURN,W,1,21,4,4,1.000,4,4,1.000,0,0,,0,0,,2,1,3,0,0,2,0,4,8
663,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-03-10,Kansas,N,West Virginia,CTOURN,W,1,14,0,0,,0,0,,0,0,,0,0,,0,2,2,0,1,1,0,2,0
664,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-03-15,Kansas,N,Penn,NCAA,W,1,27,3,5,.600,3,5,.600,0,0,,3,4,.750,2,9,11,0,0,3,0,4,9
665,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-03-17,Kansas,N,Seton Hall,NCAA,W,1,14,2,3,.667,2,3,.667,0,0,,0,1,.000,1,2,3,1,0,1,1,3,4
666,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-03-23,Kansas,N,Clemson,NCAA,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
667,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2017-18,2018-03-31,Kansas,N,Villanova,NCAA,L,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
668,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2018-19,2018-11-06,Kansas,N,Michigan State,REG,W,0,6,2,2,1.000,2,2,1.000,0,0,,0,0,,1,0,1,0,0,1,0,3,4
669,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2018-19,2018-11-12,Kansas,,Vermont,REG,W,0,6,0,1,.000,0,0,,0,1,.000,1,2,.500,0,1,1,1,0,1,0,1,1
670,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2018-19,2018-11-16,Kansas,,Louisiana,REG,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0
671,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2018-19,2018-11-21,Kansas,N,Marquette,REG,W,0,13,1,1,1.000,1,1,1.000,0,0,,1,1,1.000,1,1,2,1,0,1,0,0,3
672,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2018-19,2018-11-23,Kansas,N,Tennessee,REG,W,0,8,0,0,,0,0,,0,0,,0,0,,0,3,3,0,0,1,0,0,0
673,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2018-19,2018-12-01,Kansas,,Stanford,REG,W,0,5,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0
674,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2018-19,2018-12-04,Kansas,,Wofford,REG,W,0,6,0,0,,0,0,,0,0,,0,0,,1,1,2,0,0,0,1,0,0
675,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2018-19,2018-12-08,Kansas,N,New Mexico State,REG,W,0,18,3,6,.500,3,5,.600,0,1,.000,1,2,.500,2,4,6,1,0,1,1,3,7
676,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2018-19,2018-12-15,Kansas,,Villanova,REG,W,0,14,1,1,1.000,1,1,1.000,0,0,,0,1,.000,0,2,2,0,0,1,1,1,2
677,Mitch Lightfoot,/cbb/players/mitch-lightfoot-1.html,44,SR,F,6-8,225,"Gilbert, AZ",Ironwood Ridge High School,," 4.9 Pts, 2.9 Reb, 0.4 Ast",2018-19,2018-12-18,Kansas,,South Dakota,REG,W,0,14,2,3,.667,2,2,1.000,0,1,.000,3,4,.750,3,3,6,1,0,1,0,1,7
