,season,date_game,school_name,game_location,opp_name,game_type,game_result,gs,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
921,2020-21,2021-01-05,Iowa State,@,Texas,REG,L,1,39,4,11,.364,3,6,.500,1,5,.200,1,1,1.000,1,3,4,0,1,0,0,3,10
922,2020-21,2021-01-09,Iowa State,,Texas Tech,REG,L,1,32,4,9,.444,2,3,.667,2,6,.333,1,1,1.000,0,1,1,1,1,0,3,3,11
923,2020-21,2021-01-30,Iowa State,@,Mississippi State,REG,L,0,23,3,8,.375,3,6,.500,0,2,.000,1,2,.500,1,2,3,0,2,0,4,1,7
924,2020-21,2021-02-02,Iowa State,,West Virginia,REG,L,1,30,4,12,.333,1,5,.200,3,7,.429,0,0,,1,4,5,1,0,0,1,5,11
925,2020-21,2021-02-06,Iowa State,@,Oklahoma,REG,L,1,25,4,13,.308,1,5,.200,3,8,.375,0,0,,1,1,2,2,0,0,0,5,11
926,2020-21,2021-02-09,Iowa State,@,TCU,REG,L,1,21,4,9,.444,2,6,.333,2,3,.667,2,4,.500,1,1,2,0,0,0,1,4,12
927,2020-21,2021-02-11,Iowa State,@,Kansas,REG,L,1,27,6,11,.545,3,4,.750,3,7,.429,5,5,1.000,0,3,3,0,1,0,2,1,20
928,2020-21,2021-02-13,Iowa State,,Kansas,REG,L,1,34,6,14,.429,3,7,.429,3,7,.429,5,5,1.000,2,3,5,0,0,0,4,3,20
929,2020-21,2021-02-16,Iowa State,@,Oklahoma State,REG,L,1,33,5,11,.455,2,2,1.000,3,9,.333,4,5,.800,1,1,2,1,1,0,2,3,17
930,2020-21,2021-02-20,Iowa State,,Oklahoma,REG,L,1,39,5,15,.333,5,11,.455,0,4,.000,3,3,1.000,2,3,5,5,0,0,1,1,13
931,2020-21,2021-02-23,Iowa State,@,Baylor,REG,L,1,36,6,18,.333,5,14,.357,1,4,.250,0,0,,1,3,4,2,0,0,0,2,13
932,2020-21,2021-02-27,Iowa State,,TCU,REG,L,1,37,8,11,.727,4,5,.800,4,6,.667,1,1,1.000,2,2,4,3,0,1,1,4,21
933,2020-21,2021-03-02,Iowa State,,Texas,REG,L,1,38,9,16,.563,5,9,.556,4,7,.571,0,0,,1,2,3,3,2,0,3,3,22
934,2020-21,2021-03-04,Iowa State,@,Texas Tech,REG,L,1,36,4,13,.308,1,6,.167,3,7,.429,4,4,1.000,1,2,3,0,1,0,1,2,15
935,2020-21,2021-03-06,Iowa State,@,Kansas State,REG,L,1,36,7,16,.438,4,7,.571,3,9,.333,2,3,.667,2,3,5,2,1,0,2,0,19
936,2020-21,2021-03-10,Iowa State,N,Oklahoma,CTOURN,L,1,38,5,14,.357,1,3,.333,4,11,.364,0,0,,0,5,5,2,1,0,1,5,14
938,2021-22,2021-11-09,Kansas,N,Michigan State,REG,W,0,10,1,5,.200,0,2,.000,1,3,.333,2,3,.667,0,0,0,1,0,0,1,1,5
939,2021-22,2021-11-12,Kansas,,Tarleton State,REG,W,0,12,4,4,1.000,2,2,1.000,2,2,1.000,0,0,,0,0,0,0,1,0,1,0,10
940,2021-22,2021-11-18,Kansas,,Stony Brook,REG,W,0,15,3,4,.750,2,2,1.000,1,2,.500,0,0,,0,0,0,2,1,0,0,1,7
941,2021-22,2021-11-25,Kansas,N,North Texas,REG,W,0,10,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0
942,2021-22,2021-11-26,Kansas,N,Dayton,REG,L,0,8,0,3,.000,0,1,.000,0,2,.000,0,0,,0,0,0,1,0,0,0,1,0
943,2021-22,2021-11-28,Kansas,N,Iona,REG,W,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0
944,2021-22,2021-12-03,Kansas,@,St. John's (NY),REG,W,0,5,1,5,.200,0,1,.000,1,4,.250,0,0,,0,0,0,0,0,0,0,1,3
945,2021-22,2021-12-07,Kansas,,UTEP,REG,W,0,10,2,4,.500,1,1,1.000,1,3,.333,1,2,.500,0,0,0,0,1,0,1,0,6
946,2021-22,2021-12-11,Kansas,,Missouri,REG,W,0,12,3,3,1.000,1,1,1.000,2,2,1.000,0,0,,1,1,2,2,2,0,0,1,8
947,2021-22,2021-12-18,Kansas,,Stephen F. Austin,REG,W,0,4,0,1,.000,0,0,,0,1,.000,2,2,1.000,0,0,0,0,0,0,1,0,2
948,2021-22,2021-12-29,Kansas,,Nevada,REG,W,0,6,1,4,.250,1,2,.500,0,2,.000,0,0,,0,0,0,0,0,0,1,0,2
949,2021-22,2022-01-01,Kansas,,George Mason,REG,W,0,25,7,9,.778,2,2,1.000,5,7,.714,1,2,.500,0,2,2,3,0,2,1,5,20
950,2021-22,2022-01-04,Kansas,@,Oklahoma State,REG,W,0,14,2,4,.500,0,1,.000,2,3,.667,0,0,,0,1,1,0,0,0,1,1,6
951,2021-22,2022-01-08,Kansas,@,Texas Tech,REG,L,0,20,1,6,.167,0,0,,1,6,.167,2,2,1.000,0,0,0,1,0,0,1,4,5
952,2021-22,2022-01-11,Kansas,,Iowa State,REG,W,0,14,0,2,.000,0,0,,0,2,.000,3,3,1.000,1,2,3,0,1,1,0,2,3
953,2021-22,2022-01-15,Kansas,,West Virginia,REG,W,0,9,2,4,.500,1,3,.333,1,1,1.000,1,1,1.000,0,1,1,0,0,0,1,2,6
954,2021-22,2022-01-18,Kansas,@,Oklahoma,REG,W,0,5,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,3,1,2
955,2021-22,2022-01-22,Kansas,@,Kansas State,REG,W,0,4,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0
956,2021-22,2022-01-24,Kansas,,Texas Tech,REG,W,0,4,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,2
957,2021-22,2022-01-29,Kansas,,Kentucky,REG,L,0,5,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2
958,2021-22,2022-02-01,Kansas,@,Iowa State,REG,W,1,17,2,5,.400,0,2,.000,2,3,.667,0,0,,0,2,2,0,0,0,1,1,6
959,2021-22,2022-02-05,Kansas,,Baylor,REG,W,0,11,4,5,.800,4,4,1.000,0,1,.000,0,0,,1,1,2,1,0,0,1,1,8
960,2021-22,2022-02-07,Kansas,@,Texas,REG,L,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
961,2021-22,2022-02-12,Kansas,,Oklahoma,REG,W,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
962,2021-22,2022-02-19,Kansas,@,West Virginia,REG,W,0,9,1,3,.333,1,2,.500,0,1,.000,0,0,,1,1,2,0,0,1,0,1,2
963,2021-22,2022-02-22,Kansas,,Kansas State,REG,W,0,13,3,5,.600,0,2,.000,3,3,1.000,0,0,,0,0,0,1,0,0,1,1,9
964,2021-22,2022-02-26,Kansas,@,Baylor,REG,L,0,4,0,2,.000,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0
965,2021-22,2022-03-01,Kansas,@,TCU,REG,L,0,7,2,4,.500,0,1,.000,2,3,.667,0,0,,0,2,2,0,0,0,0,1,6
966,2021-22,2022-03-03,Kansas,,TCU,REG,W,0,3,0,1,.000,0,0,,0,1,.000,0,0,,2,0,2,0,0,0,0,0,0
967,2021-22,2022-03-05,Kansas,,Texas,REG,W,0,7,1,2,.500,0,0,,1,2,.500,0,1,.000,1,1,2,0,0,0,0,0,3
968,2021-22,2022-03-10,Kansas,N,West Virginia,CTOURN,W,0,10,3,5,.600,2,2,1.000,1,3,.333,0,0,,1,0,1,0,1,0,1,0,7
969,2021-22,2022-03-11,Kansas,N,TCU,CTOURN,W,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
970,2021-22,2022-03-12,Kansas,N,Texas Tech,CTOURN,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
971,,166 Games,,,,,,103,4023,517,1307,.396,198,455,.435,319,852,.374,178,221,.805,65,308,373,153,104,16,195,333,1531
973,2019-20,2019-11-11,Drake,@,Cincinnati,REG,L,0,16,2,5,.400,2,5,.400,0,0,,3,4,.750,1,1,2,1,2,0,4,2,7
974,2019-20,2019-11-13,Drake,,Kansas City,REG,W,0,6,0,2,.000,0,2,.000,0,0,,2,2,1.000,0,1,1,2,1,0,1,1,2
975,2019-20,2019-11-17,Drake,,Simpson (IA),REG,W,0,24,7,10,.700,7,7,1.000,0,3,.000,2,2,1.000,0,6,6,3,4,1,3,0,16
976,2019-20,2019-11-21,Drake,,Lehigh,REG,W,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,1,1,0
977,2019-20,2019-11-25,Drake,N,Miami (OH),REG,L,0,10,2,3,.667,1,1,1.000,1,2,.500,0,0,,0,1,1,0,1,0,1,2,5
978,2019-20,2019-11-26,Drake,N,Northeastern,REG,W,0,4,0,3,.000,0,1,.000,0,2,.000,0,0,,1,0,1,0,0,0,0,1,0
979,2019-20,2019-11-27,Drake,N,Murray State,REG,W,0,3,1,2,.500,1,1,1.000,0,1,.000,0,1,.000,0,0,0,0,0,0,0,1,2
980,2019-20,2019-12-03,Drake,,Milwaukee,REG,W,0,12,2,5,.400,2,3,.667,0,2,.000,4,4,1.000,1,0,1,1,2,0,0,2,8
981,2019-20,2019-12-07,Drake,,Southeast Missouri State,REG,W,0,4,0,2,.000,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0
982,2019-20,2019-12-14,Drake,@,Dayton,REG,L,0,17,2,5,.400,2,4,.500,0,1,.000,2,2,1.000,0,0,0,3,0,0,1,1,6
983,2019-20,2019-12-17,Drake,,Mount Marty,REG,W,0,6,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0
984,2019-20,2019-12-21,Drake,@,Air Force,REG,W,0,5,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,1,0,0,0,2
985,2019-20,2020-02-01,Drake,,Southern Illinois,REG,L,0,2,0,2,.000,0,0,,0,2,.000,2,2,1.000,0,0,0,0,0,0,0,0,2
987,2020-21,2020-11-25,Drake,@,Kansas State,REG,W,0,6,2,3,.667,2,3,.667,0,0,,0,0,,0,2,2,0,1,0,0,0,4
988,2020-21,2020-11-27,Drake,N,South Dakota,REG,W,0,25,5,7,.714,3,4,.750,2,3,.667,2,3,.667,0,3,3,3,3,0,1,1,14
989,2020-21,2020-12-03,Drake,,Omaha,REG,W,0,12,4,8,.500,3,6,.500,1,2,.500,0,0,,0,1,1,3,0,0,1,1,9
990,2020-21,2020-12-06,Drake,,St. Ambrose,REG,W,0,16,4,5,.800,2,2,1.000,2,3,.667,0,1,.000,0,2,2,1,2,0,0,2,10
991,2020-21,2020-12-09,Drake,,McKendree,REG,W,0,21,3,8,.375,3,4,.750,0,4,.000,1,2,.500,0,1,1,3,1,0,2,2,7
992,2020-21,2020-12-13,Drake,,Air Force,REG,W,0,23,4,7,.571,3,4,.750,1,3,.333,2,2,1.000,0,0,0,3,1,0,0,3,11
993,2020-21,2020-12-18,Drake,@,South Dakota,REG,W,0,12,1,5,.200,1,3,.333,0,2,.000,0,0,,1,1,2,1,0,0,3,4,2
994,2020-21,2020-12-20,Drake,,Chicago State,REG,W,0,13,2,3,.667,2,3,.667,0,0,,0,0,,0,2,2,6,2,0,1,1,4
995,2020-21,2020-12-22,Drake,,North Dakota,REG,W,0,18,3,7,.429,3,6,.500,0,1,.000,0,0,,0,3,3,2,0,0,1,3,6
996,2020-21,2020-12-27,Drake,@,Indiana State,REG,W,0,15,4,5,.800,3,4,.750,1,1,1.000,0,0,,0,1,1,4,1,0,0,1,9
997,2020-21,2020-12-28,Drake,@,Indiana State,REG,W,0,24,3,9,.333,1,4,.250,2,5,.400,5,8,.625,0,1,1,1,1,0,2,1,13
998,2020-21,2021-01-03,Drake,,Southern Illinois,REG,W,0,16,4,9,.444,2,5,.400,2,4,.500,0,0,,0,0,0,0,0,0,1,2,10
999,2020-21,2021-01-04,Drake,,Southern Illinois,REG,W,0,19,6,10,.600,4,5,.800,2,5,.400,2,2,1.000,0,4,4,2,0,0,2,1,16
1000,2020-21,2021-01-26,Drake,@,Missouri State,REG,W,0,19,2,7,.286,1,4,.250,1,3,.333,0,0,,0,0,0,2,0,0,2,0,5
1001,2020-21,2021-01-27,Drake,@,Missouri State,REG,W,0,15,1,6,.167,1,4,.250,0,2,.000,1,2,.500,0,2,2,2,0,0,0,1,3
1002,2020-21,2021-01-31,Drake,,Illinois State,REG,W,0,18,4,6,.667,3,3,1.000,1,3,.333,0,0,,0,3,3,1,1,0,0,0,9
1003,2020-21,2021-02-01,Drake,,Illinois State,REG,W,0,18,1,8,.125,1,5,.200,0,3,.000,2,2,1.000,0,2,2,1,2,0,1,0,4
1004,2020-21,2021-02-06,Drake,@,Valparaiso,REG,W,0,20,5,9,.556,4,6,.667,1,3,.333,1,1,1.000,0,2,2,1,0,0,1,1,12
1005,2020-21,2021-02-07,Drake,@,Valparaiso,REG,L,0,29,3,12,.250,3,9,.333,0,3,.000,3,4,.750,1,2,3,0,1,0,1,4,9
1006,2020-21,2021-02-10,Drake,,Northern Iowa,REG,W,0,22,4,11,.364,3,7,.429,1,4,.250,9,9,1.000,0,0,0,1,1,0,1,3,18
1007,2020-21,2021-02-13,Drake,,Loyola (IL),REG,L,0,28,3,8,.375,2,6,.333,1,2,.500,2,3,.667,1,0,1,0,1,0,0,2,9
1008,2020-21,2021-02-14,Drake,,Loyola (IL),REG,W,0,23,2,8,.250,2,3,.667,0,5,.000,0,0,,0,0,0,0,1,0,0,2,4
1009,2020-21,2021-02-17,Drake,@,Northern Iowa,REG,W,0,28,8,16,.500,4,8,.500,4,8,.500,0,0,,1,3,4,1,1,0,1,3,20
1010,2020-21,2021-02-21,Drake,,Evansville,REG,W,0,26,12,14,.857,7,7,1.000,5,7,.714,3,5,.600,0,0,0,5,2,0,0,2,32
1011,2020-21,2021-02-22,Drake,,Evansville,REG,W,1,40,11,18,.611,6,10,.600,5,8,.625,9,10,.900,0,5,5,1,1,2,4,3,36
1012,2020-21,2021-02-26,Drake,@,Bradley,REG,W,1,40,5,12,.417,1,5,.200,4,7,.571,2,2,1.000,0,1,1,4,1,0,4,2,16
1013,2020-21,2021-02-27,Drake,@,Bradley,REG,L,1,39,6,15,.400,6,11,.545,0,4,.000,9,10,.900,0,1,1,1,2,0,2,5,21
1014,2020-21,2021-03-06,Drake,N,Missouri State,CTOURN,W,1,40,8,23,.348,7,19,.368,1,4,.250,8,10,.800,0,2,2,0,2,0,1,0,25
1015,2020-21,2021-03-07,Drake,N,Loyola (IL),CTOURN,L,1,40,4,15,.267,2,9,.222,2,6,.333,2,2,1.000,0,1,1,2,3,0,1,3,12
1016,2020-21,2021-03-18,Drake,N,Wichita State,NCAA,W,1,40,8,21,.381,5,12,.417,3,9,.333,2,3,.667,0,2,2,3,2,0,2,3,21
1017,2020-21,2021-03-20,Drake,N,USC,NCAA,L,1,39,8,22,.364,2,11,.182,6,11,.545,4,4,1.000,2,3,5,2,0,0,2,2,26
1019,2021-22,2021-11-09,Kansas,N,Michigan State,REG,W,0,6,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0
1020,2021-22,2021-11-12,Kansas,,Tarleton State,REG,W,0,8,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,3,1,0,1,1,2
1021,2021-22,2021-11-18,Kansas,,Stony Brook,REG,W,0,16,2,5,.400,1,3,.333,1,2,.500,0,0,,2,1,3,0,0,0,0,1,5
1022,2021-22,2021-11-25,Kansas,N,North Texas,REG,W,0,8,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,1,0
1023,2021-22,2021-11-26,Kansas,N,Dayton,REG,L,0,5,2,4,.500,2,2,1.000,0,2,.000,1,1,1.000,0,0,0,1,0,0,0,0,5
1024,2021-22,2021-11-28,Kansas,N,Iona,REG,W,0,12,4,6,.667,3,4,.750,1,2,.500,0,0,,0,0,0,1,0,0,1,0,9
1025,2021-22,2021-12-03,Kansas,@,St. John's (NY),REG,W,0,9,0,2,.000,0,1,.000,0,1,.000,0,0,,0,0,0,3,1,0,0,0,0
1026,2021-22,2021-12-07,Kansas,,UTEP,REG,W,0,10,0,2,.000,0,1,.000,0,1,.000,0,0,,1,0,1,1,0,0,2,1,0
1027,2021-22,2021-12-11,Kansas,,Missouri,REG,W,0,8,1,3,.333,0,1,.000,1,2,.500,0,0,,0,0,0,3,1,0,1,1,3
1028,2021-22,2021-12-18,Kansas,,Stephen F. Austin,REG,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1029,2021-22,2021-12-29,Kansas,,Nevada,REG,W,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,2,0
1030,2021-22,2022-01-01,Kansas,,George Mason,REG,W,0,9,1,2,.500,1,2,.500,0,0,,0,0,,0,2,2,1,1,0,1,0,2
1031,2021-22,2022-01-08,Kansas,@,Texas Tech,REG,L,0,3,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0
1032,2021-22,2022-01-15,Kansas,,West Virginia,REG,W,0,12,0,5,.000,0,3,.000,0,2,.000,0,0,,0,2,2,4,0,0,2,2,0
1033,2021-22,2022-01-18,Kansas,@,Oklahoma,REG,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1034,2021-22,2022-01-29,Kansas,,Kentucky,REG,L,0,4,0,2,.000,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0
1035,2021-22,2022-02-01,Kansas,@,Iowa State,REG,W,0,23,2,7,.286,1,3,.333,1,4,.250,2,2,1.000,1,4,5,4,3,0,1,2,7
1036,2021-22,2022-02-05,Kansas,,Baylor,REG,W,0,18,1,3,.333,0,0,,1,3,.333,0,0,,0,0,0,0,0,0,0,1,3
1037,2021-22,2022-02-07,Kansas,@,Texas,REG,L,0,15,3,4,.750,2,2,1.000,1,2,.500,1,1,1.000,0,0,0,1,1,0,1,2,8
1038,2021-22,2022-02-12,Kansas,,Oklahoma,REG,W,0,4,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,1,1,0
1039,2021-22,2022-02-14,Kansas,,Oklahoma State,REG,W,0,22,1,4,.250,0,0,,1,4,.250,0,2,.000,0,1,1,1,0,0,1,3,3
1040,2021-22,2022-02-19,Kansas,@,West Virginia,REG,W,0,13,2,3,.667,2,2,1.000,0,1,.000,0,0,,0,1,1,2,1,0,0,2,4
1041,2021-22,2022-02-22,Kansas,,Kansas State,REG,W,0,17,3,5,.600,1,1,1.000,2,4,.500,1,2,.500,0,1,1,2,1,0,0,1,9
1042,2021-22,2022-02-26,Kansas,@,Baylor,REG,L,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0
1043,2021-22,2022-03-01,Kansas,@,TCU,REG,L,0,10,1,2,.500,1,1,1.000,0,1,.000,2,2,1.000,0,1,1,1,0,0,0,1,4
1044,2021-22,2022-03-03,Kansas,,TCU,REG,W,0,12,1,5,.200,0,3,.000,1,2,.500,0,0,,0,0,0,1,0,0,1,0,3
1045,2021-22,2022-03-05,Kansas,,Texas,REG,W,0,8,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0
1046,2021-22,2022-03-10,Kansas,N,West Virginia,CTOURN,W,0,17,1,4,.250,1,3,.333,0,1,.000,0,0,,2,2,4,1,0,0,1,3,2
1047,2021-22,2022-03-11,Kansas,N,TCU,CTOURN,W,0,14,1,1,1.000,0,0,,1,1,1.000,0,0,,0,2,2,1,0,0,0,1,3
1048,2021-22,2022-03-12,Kansas,N,Texas Tech,CTOURN,W,0,4,0,2,.000,0,1,.000,0,1,.000,0,0,,0,1,1,1,1,0,0,0,0
1049,,74 Games,,,,,,7,1157,184,439,.419,124,258,.481,60,181,.331,91,112,.813,15,84,99,100,55,3,64,99,519
1051,2021-22,2021-11-09,Kansas,N,Michigan State,REG,W,0,4,2,3,.667,1,1,1.000,1,2,.500,2,2,1.000,0,1,1,0,2,0,0,3,7
1052,2021-22,2021-11-12,Kansas,,Tarleton State,REG,W,0,1,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,1,0,0,0,0,3
1053,2021-22,2021-11-18,Kansas,,Stony Brook,REG,W,0,12,3,8,.375,1,4,.250,2,4,.500,3,4,.750,4,2,6,1,1,0,0,1,11
1054,2021-22,2021-11-25,Kansas,N,North Texas,REG,W,0,10,1,2,.500,1,2,.500,0,0,,2,4,.500,0,3,3,0,0,0,1,1,4
1055,2021-22,2021-11-26,Kansas,N,Dayton,REG,L,0,4,1,1,1.000,0,0,,1,1,1.000,0,0,,1,0,1,0,0,0,0,1,3
1056,2021-22,2021-11-28,Kansas,N,Iona,REG,W,0,2,0,1,.000,0,0,,0,1,.000,1,2,.500,0,0,0,0,0,0,0,1,1
1057,2021-22,2021-12-03,Kansas,@,St. John's (NY),REG,W,0,4,1,2,.500,1,1,1.000,0,1,.000,2,4,.500,0,1,1,0,1,0,1,0,4
1058,2021-22,2021-12-07,Kansas,,UTEP,REG,W,0,7,0,1,.000,0,0,,0,1,.000,1,2,.500,2,2,4,1,0,1,1,1,1
1059,2021-22,2021-12-11,Kansas,,Missouri,REG,W,0,7,0,3,.000,0,1,.000,0,2,.000,2,4,.500,1,2,3,0,0,0,0,0,2
1060,2021-22,2021-12-18,Kansas,,Stephen F. Austin,REG,W,0,4,1,1,1.000,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,0,2
1061,2021-22,2021-12-29,Kansas,,Nevada,REG,W,0,5,1,2,.500,1,1,1.000,0,1,.000,0,0,,1,2,3,0,0,0,0,3,2
1062,2021-22,2022-01-08,Kansas,@,Texas Tech,REG,L,0,9,0,0,,0,0,,0,0,,0,0,,1,0,1,0,1,1,2,1,0
1063,2021-22,2022-02-12,Kansas,,Oklahoma,REG,W,0,9,1,1,1.000,0,0,,1,1,1.000,0,2,.000,1,2,3,0,0,0,0,1,3
1064,2021-22,2022-02-14,Kansas,,Oklahoma State,REG,W,0,9,1,3,.333,1,2,.500,0,1,.000,0,2,.000,3,3,6,2,1,2,0,1,2
1065,2021-22,2022-02-22,Kansas,,Kansas State,REG,W,0,5,0,1,.000,0,0,,0,1,.000,0,0,,0,2,2,0,1,0,1,2,0
1066,2021-22,2022-02-26,Kansas,@,Baylor,REG,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1067,2021-22,2022-03-01,Kansas,@,TCU,REG,L,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0
1068,2021-22,2022-03-03,Kansas,,TCU,REG,W,0,2,0,2,.000,0,0,,0,2,.000,1,2,.500,0,0,0,0,0,1,0,0,1
1069,2021-22,2022-03-05,Kansas,,Texas,REG,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
1070,2021-22,2022-03-10,Kansas,N,West Virginia,CTOURN,W,0,7,1,1,1.000,1,1,1.000,0,0,,0,0,,0,3,3,2,0,1,0,2,2
1071,2021-22,2022-03-11,Kansas,N,TCU,CTOURN,W,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
1072,,21 Games,,,,,,0,106,14,33,.424,8,14,.571,6,19,.316,14,28,.500,15,25,40,7,7,7,6,19,48
1074,2021-22,2021-11-09,Kansas,N,Michigan State,REG,W,0,4,0,0,,0,0,,0,0,,0,0,,2,0,2,1,0,1,0,0,0
1075,2021-22,2021-11-12,Kansas,,Tarleton State,REG,W,0,7,1,1,1.000,1,1,1.000,0,0,,0,1,.000,2,0,2,0,0,0,0,0,2
1076,2021-22,2021-11-18,Kansas,,Stony Brook,REG,W,0,6,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,1,0,0,0
1077,2021-22,2021-11-25,Kansas,N,North Texas,REG,W,0,4,0,0,,0,0,,0,0,,0,1,.000,1,1,2,0,0,0,2,0,0
1078,2021-22,2021-11-26,Kansas,N,Dayton,REG,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1079,2021-22,2021-11-28,Kansas,N,Iona,REG,W,0,9,2,4,.500,2,4,.500,0,0,,2,2,1.000,2,0,2,1,0,0,0,2,6
1080,2021-22,2021-12-03,Kansas,@,St. John's (NY),REG,W,0,6,0,2,.000,0,2,.000,0,0,,0,0,,3,1,4,0,0,0,0,1,0
1081,2021-22,2021-12-07,Kansas,,UTEP,REG,W,0,6,1,3,.333,1,3,.333,0,0,,2,2,1.000,2,0,2,1,0,0,0,0,4
1082,2021-22,2021-12-11,Kansas,,Missouri,REG,W,0,6,0,1,.000,0,1,.000,0,0,,2,2,1.000,2,0,2,0,0,0,0,1,2
1083,2021-22,2021-12-29,Kansas,,Nevada,REG,W,0,6,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,0,0
1084,2021-22,2022-01-01,Kansas,,George Mason,REG,W,0,5,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,1,1,0,0,0,2
1085,2021-22,2022-01-08,Kansas,@,Texas Tech,REG,L,0,3,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0
1086,2021-22,2022-01-11,Kansas,,Iowa State,REG,W,1,10,1,1,1.000,1,1,1.000,0,0,,1,2,.500,0,2,2,0,0,2,1,1,3
1087,2021-22,2022-01-15,Kansas,,West Virginia,REG,W,0,7,0,0,,0,0,,0,0,,1,2,.500,0,0,0,1,0,0,0,0,1
1088,2021-22,2022-01-18,Kansas,@,Oklahoma,REG,W,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1089,2021-22,2022-01-22,Kansas,@,Kansas State,REG,W,0,6,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
1090,2021-22,2022-01-24,Kansas,,Texas Tech,REG,W,0,17,2,2,1.000,2,2,1.000,0,0,,2,3,.667,2,2,4,0,0,0,0,0,6
1091,2021-22,2022-01-29,Kansas,,Kentucky,REG,L,0,11,2,2,1.000,2,2,1.000,0,0,,0,0,,0,0,0,0,1,1,0,2,4
1092,2021-22,2022-02-01,Kansas,@,Iowa State,REG,W,0,5,0,0,,0,0,,0,0,,1,2,.500,1,0,1,0,0,0,0,2,1
1093,2021-22,2022-02-05,Kansas,,Baylor,REG,W,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,2,0,1,0
1094,2021-22,2022-02-07,Kansas,@,Texas,REG,L,0,4,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2
1095,2021-22,2022-02-12,Kansas,,Oklahoma,REG,W,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0
1096,2021-22,2022-02-14,Kansas,,Oklahoma State,REG,W,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1097,2021-22,2022-02-19,Kansas,@,West Virginia,REG,W,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1098,2021-22,2022-02-22,Kansas,,Kansas State,REG,W,0,3,0,0,,0,0,,0,0,,0,1,.000,0,0,0,1,0,0,1,0,0
1099,2021-22,2022-02-26,Kansas,@,Baylor,REG,L,0,3,2,2,1.000,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,4
1100,2021-22,2022-03-01,Kansas,@,TCU,REG,L,0,6,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,1,0
